"id","county","town","village"
721,基隆市,七堵區,瑪東里
722,基隆市,七堵區,瑪西里
723,基隆市,七堵區,百福里
724,基隆市,七堵區,自強里
725,基隆市,七堵區,長安里
726,基隆市,七堵區,長興里
727,基隆市,中山區,中和里
728,基隆市,中山區,中山里
729,基隆市,中山區,中興里
730,基隆市,中山區,仁正里
731,基隆市,中山區,仙洞里
732,基隆市,中山區,健民里
733,基隆市,中山區,協和里
734,基隆市,中山區,和平里
735,基隆市,中山區,和慶里
736,基隆市,中山區,太白里
737,基隆市,中山區,安平里
738,基隆市,中山區,安民里
739,基隆市,中山區,居仁里
740,基隆市,中山區,德和里
741,基隆市,中山區,德安里
742,基隆市,中山區,文化里
743,基隆市,中山區,新建里
744,基隆市,中山區,民治里
745,基隆市,中山區,西定里
746,基隆市,中山區,西康里
747,基隆市,中山區,西榮里
748,基隆市,中山區,西華里
749,基隆市,中山區,通化里
750,基隆市,中山區,通明里
751,基隆市,中正區,中正里
752,基隆市,中正區,中濱里
753,基隆市,中正區,中砂里
754,基隆市,中正區,中船里
755,基隆市,中正區,信義里
756,基隆市,中正區,入船里
757,基隆市,中正區,八斗里
758,基隆市,中正區,和憲里
759,基隆市,中正區,平寮里
760,基隆市,中正區,建國里
761,基隆市,中正區,德義里
762,基隆市,中正區,新富里
763,基隆市,中正區,新豐里
764,基隆市,中正區,正濱里
765,基隆市,中正區,正砂里
766,基隆市,中正區,正義里
767,基隆市,中正區,正船里
768,基隆市,中正區,海濱里
769,基隆市,中正區,港通里
770,基隆市,中正區,真砂里
771,基隆市,中正區,砂子里
772,基隆市,中正區,砂灣里
773,基隆市,中正區,碧砂里
774,基隆市,中正區,社寮里
775,基隆市,中正區,義重里
776,基隆市,中正區,長潭里
777,基隆市,仁愛區,仁德里
778,基隆市,仁愛區,兆連里
779,基隆市,仁愛區,光華里
780,基隆市,仁愛區,博愛里
781,基隆市,仁愛區,吉仁里
782,基隆市,仁愛區,同風里
783,基隆市,仁愛區,和明里
784,基隆市,仁愛區,崇文里
785,基隆市,仁愛區,德厚里
786,基隆市,仁愛區,忠勇里
787,基隆市,仁愛區,文安里
788,基隆市,仁愛區,文昌里
789,基隆市,仁愛區,新店里
790,基隆市,仁愛區,明德里
791,基隆市,仁愛區,智仁里
792,基隆市,仁愛區,曲水里
793,基隆市,仁愛區,書院里
794,基隆市,仁愛區,朝棟里
795,基隆市,仁愛區,林泉里
796,基隆市,仁愛區,水錦里
797,基隆市,仁愛區,獅球里
798,基隆市,仁愛區,玉田里
799,基隆市,仁愛區,福仁里
800,基隆市,仁愛區,育仁里
801,基隆市,仁愛區,花崗里
802,基隆市,仁愛區,英仁里
803,基隆市,仁愛區,虹橋里
804,基隆市,仁愛區,誠仁里
805,基隆市,仁愛區,龍門里
806,基隆市,信義區,仁壽里
807,基隆市,信義區,仁義里
808,基隆市,信義區,信綠里
809,基隆市,信義區,孝岡里
810,基隆市,信義區,孝德里
811,基隆市,信義區,孝忠里
812,基隆市,信義區,孝深里
813,基隆市,信義區,孝賢里
814,基隆市,信義區,智慧里
815,基隆市,信義區,智誠里
816,基隆市,信義區,東信里
817,基隆市,信義區,東光里
818,基隆市,信義區,東安里
819,基隆市,信義區,東明里
820,基隆市,信義區,禮儀里
821,基隆市,信義區,禮東里
822,基隆市,信義區,義和里
823,基隆市,信義區,義幸里
824,基隆市,信義區,義昭里
825,基隆市,信義區,義民里
826,基隆市,安樂區,七賢里
827,基隆市,安樂區,三民里
828,基隆市,安樂區,中崙里
829,基隆市,安樂區,五福里
830,基隆市,安樂區,內寮里
831,基隆市,安樂區,六合里
832,基隆市,安樂區,嘉仁里
833,基隆市,安樂區,四維里
834,基隆市,安樂區,壯觀里
835,基隆市,安樂區,外寮里
836,基隆市,安樂區,安和里
837,基隆市,安樂區,定國里
838,基隆市,安樂區,定邦里
839,基隆市,安樂區,干城里
840,基隆市,安樂區,慈仁里
841,基隆市,安樂區,新崙里
842,基隆市,安樂區,新西里
843,基隆市,安樂區,樂一里
844,基隆市,安樂區,武崙里
845,基隆市,安樂區,永康里
846,基隆市,安樂區,興寮里
847,基隆市,安樂區,西川里
848,基隆市,安樂區,長樂里
849,基隆市,安樂區,鶯安里
850,基隆市,安樂區,鶯歌里
851,基隆市,暖暖區,八中里
852,基隆市,暖暖區,八南里
853,基隆市,暖暖區,八堵里
854,基隆市,暖暖區,八西里
855,基隆市,暖暖區,暖同里
856,基隆市,暖暖區,暖暖里
857,基隆市,暖暖區,暖東里
858,基隆市,暖暖區,暖西里
859,基隆市,暖暖區,碇內里
860,基隆市,暖暖區,碇和里
861,基隆市,暖暖區,碇安里
862,基隆市,暖暖區,碇祥里
863,基隆市,暖暖區,過港里
864,宜蘭縣,三星鄉,人和村
865,宜蘭縣,三星鄉,員山村
866,宜蘭縣,三星鄉,大洲村
867,宜蘭縣,三星鄉,大義村
868,宜蘭縣,三星鄉,大隱村
869,宜蘭縣,三星鄉,天山村
870,宜蘭縣,三星鄉,天福村
871,宜蘭縣,三星鄉,尚武村
872,宜蘭縣,三星鄉,尾塹村
873,宜蘭縣,三星鄉,拱照村
874,宜蘭縣,三星鄉,月眉村
875,宜蘭縣,三星鄉,義德村
876,宜蘭縣,三星鄉,萬富村
877,宜蘭縣,三星鄉,萬德村
878,宜蘭縣,三星鄉,行健村
879,宜蘭縣,三星鄉,貴林村
880,宜蘭縣,三星鄉,集慶村
881,宜蘭縣,三星鄉,雙賢村
882,宜蘭縣,五結鄉,三興村
883,宜蘭縣,五結鄉,上四村
884,宜蘭縣,五結鄉,中興村
885,宜蘭縣,五結鄉,二結村
886,宜蘭縣,五結鄉,五結村
887,宜蘭縣,五結鄉,利澤村
888,宜蘭縣,五結鄉,協和村
889,宜蘭縣,五結鄉,四結村
890,宜蘭縣,五結鄉,大吉村
891,宜蘭縣,五結鄉,孝威村
892,宜蘭縣,五結鄉,季新村
893,宜蘭縣,五結鄉,成興村
894,宜蘭縣,五結鄉,福興村
895,宜蘭縣,五結鄉,錦眾村
896,宜蘭縣,五結鄉,鎮安村
897,宜蘭縣,冬山鄉,三奇村
898,宜蘭縣,冬山鄉,中山村
899,宜蘭縣,冬山鄉,丸山村
900,宜蘭縣,冬山鄉,八寶村
901,宜蘭縣,冬山鄉,冬山村
902,宜蘭縣,冬山鄉,南興村
903,宜蘭縣,冬山鄉,大興村
904,宜蘭縣,冬山鄉,大進村
905,宜蘭縣,冬山鄉,太和村
906,宜蘭縣,冬山鄉,安平村
907,宜蘭縣,冬山鄉,廣安村
908,宜蘭縣,冬山鄉,廣興村
909,宜蘭縣,冬山鄉,得安村
910,宜蘭縣,冬山鄉,東城村
911,宜蘭縣,冬山鄉,柯林村
912,宜蘭縣,冬山鄉,武淵村
913,宜蘭縣,冬山鄉,永美村
914,宜蘭縣,冬山鄉,清溝村
915,宜蘭縣,冬山鄉,珍珠村
916,宜蘭縣,冬山鄉,群英村
917,宜蘭縣,冬山鄉,補城村
918,宜蘭縣,冬山鄉,順安村
919,宜蘭縣,冬山鄉,香和村
920,宜蘭縣,冬山鄉,鹿埔村
921,宜蘭縣,南澳鄉,南澳村
922,宜蘭縣,南澳鄉,東岳村
923,宜蘭縣,南澳鄉,武塔村
924,宜蘭縣,南澳鄉,澳花村
925,宜蘭縣,南澳鄉,碧候村
926,宜蘭縣,南澳鄉,金岳村
927,宜蘭縣,南澳鄉,金洋村
928,宜蘭縣,員山鄉,七賢村
929,宜蘭縣,員山鄉,中華村
930,宜蘭縣,員山鄉,內城村
931,宜蘭縣,員山鄉,同樂村
932,宜蘭縣,員山鄉,員山村
933,宜蘭縣,員山鄉,尚德村
934,宜蘭縣,員山鄉,惠好村
935,宜蘭縣,員山鄉,枕山村
936,宜蘭縣,員山鄉,永和村
937,宜蘭縣,員山鄉,深溝村
938,宜蘭縣,員山鄉,湖北村
939,宜蘭縣,員山鄉,湖東村
940,宜蘭縣,員山鄉,湖西村
941,宜蘭縣,員山鄉,蓁巷村
942,宜蘭縣,員山鄉,逸仙村
943,宜蘭縣,員山鄉,頭分村
944,宜蘭縣,壯圍鄉,功勞村
945,宜蘭縣,壯圍鄉,古亭村
946,宜蘭縣,壯圍鄉,古結村
947,宜蘭縣,壯圍鄉,吉祥村
948,宜蘭縣,壯圍鄉,大福村
949,宜蘭縣,壯圍鄉,復興村
950,宜蘭縣,壯圍鄉,忠孝村
951,宜蘭縣,壯圍鄉,新南村
952,宜蘭縣,壯圍鄉,新社村
953,宜蘭縣,壯圍鄉,東港村
954,宜蘭縣,壯圍鄉,永鎮村
955,宜蘭縣,壯圍鄉,美城村
956,宜蘭縣,壯圍鄉,美福村
957,宜蘭縣,壯圍鄉,過嶺村
958,宜蘭縣,大同鄉,南山村
959,宜蘭縣,大同鄉,四季村
960,宜蘭縣,大同鄉,太平村
961,宜蘭縣,大同鄉,寒溪村
962,宜蘭縣,大同鄉,崙埤村
963,宜蘭縣,大同鄉,復興村
964,宜蘭縣,大同鄉,松羅村
965,宜蘭縣,大同鄉,樂水村
966,宜蘭縣,大同鄉,英士村
967,宜蘭縣,大同鄉,茂安村
968,宜蘭縣,宜蘭市,七張里
969,宜蘭縣,宜蘭市,七結里
970,宜蘭縣,宜蘭市,中山里
971,宜蘭縣,宜蘭市,中興里
972,宜蘭縣,宜蘭市,凱旋里
973,宜蘭縣,宜蘭市,北津里
974,宜蘭縣,宜蘭市,北門里
975,宜蘭縣,宜蘭市,南橋里
976,宜蘭縣,宜蘭市,南津里
977,宜蘭縣,宜蘭市,南門里
978,宜蘭縣,宜蘭市,大新里
979,宜蘭縣,宜蘭市,孝廉里
980,宜蘭縣,宜蘭市,小東里
981,宜蘭縣,宜蘭市,延平里
982,宜蘭縣,宜蘭市,建業里
983,宜蘭縣,宜蘭市,建軍里
984,宜蘭縣,宜蘭市,復興里
985,宜蘭縣,宜蘭市,思源里
986,宜蘭縣,宜蘭市,慈安里
987,宜蘭縣,宜蘭市,成功里
988,宜蘭縣,宜蘭市,擺厘里
989,宜蘭縣,宜蘭市,文化里
990,宜蘭縣,宜蘭市,新東里
991,宜蘭縣,宜蘭市,新民里
992,宜蘭縣,宜蘭市,新生里
993,宜蘭縣,宜蘭市,東村里
994,宜蘭縣,宜蘭市,東門里
995,宜蘭縣,宜蘭市,梅洲里
996,宜蘭縣,宜蘭市,民族里
997,宜蘭縣,宜蘭市,民權里
998,宜蘭縣,宜蘭市,泰山里
999,宜蘭縣,宜蘭市,神農里
1000,宜蘭縣,宜蘭市,茭白里
1001,宜蘭縣,宜蘭市,菜園里
1002,宜蘭縣,宜蘭市,西門里
1003,宜蘭縣,宜蘭市,負郭里
1004,宜蘭縣,宜蘭市,進士里
1005,宜蘭縣,宜蘭市,黎明里
1006,宜蘭縣,礁溪鄉,三民村
1007,宜蘭縣,礁溪鄉,二結村
1008,宜蘭縣,礁溪鄉,二龍村
1009,宜蘭縣,礁溪鄉,光武村
1010,宜蘭縣,礁溪鄉,六結村
1011,宜蘭縣,礁溪鄉,匏崙村
1012,宜蘭縣,礁溪鄉,吳沙村
1013,宜蘭縣,礁溪鄉,大忠村
1014,宜蘭縣,礁溪鄉,大義村
1015,宜蘭縣,礁溪鄉,德陽村
1016,宜蘭縣,礁溪鄉,時潮村
1017,宜蘭縣,礁溪鄉,林美村
1018,宜蘭縣,礁溪鄉,玉光村
1019,宜蘭縣,礁溪鄉,玉田村
1020,宜蘭縣,礁溪鄉,玉石村
1021,宜蘭縣,礁溪鄉,白雲村
1022,宜蘭縣,礁溪鄉,白鵝村
1023,宜蘭縣,礁溪鄉,龍潭村
1024,宜蘭縣,羅東鎮,中山里
1025,宜蘭縣,羅東鎮,仁和里
1026,宜蘭縣,羅東鎮,仁德里
1027,宜蘭縣,羅東鎮,仁愛里
1028,宜蘭縣,羅東鎮,信義里
1029,宜蘭縣,羅東鎮,公正里
1030,宜蘭縣,羅東鎮,北成里
1031,宜蘭縣,羅東鎮,南昌里
1032,宜蘭縣,羅東鎮,南豪里
1033,宜蘭縣,羅東鎮,國華里
1034,宜蘭縣,羅東鎮,大新里
1035,宜蘭縣,羅東鎮,成功里
1036,宜蘭縣,羅東鎮,新群里
1037,宜蘭縣,羅東鎮,東安里
1038,宜蘭縣,羅東鎮,樹林里
1039,宜蘭縣,羅東鎮,漢民里
1040,宜蘭縣,羅東鎮,竹林里
1041,宜蘭縣,羅東鎮,維揚里
1042,宜蘭縣,羅東鎮,羅莊里
1043,宜蘭縣,羅東鎮,西安里
1044,宜蘭縣,羅東鎮,賢文里
1045,宜蘭縣,羅東鎮,開明里
1046,宜蘭縣,羅東鎮,集祥里
1047,宜蘭縣,蘇澳鎮,南安里
1048,宜蘭縣,蘇澳鎮,南寧里
1049,宜蘭縣,蘇澳鎮,南建里
1050,宜蘭縣,蘇澳鎮,南強里
1051,宜蘭縣,蘇澳鎮,南成里
1052,宜蘭縣,蘇澳鎮,南正里
1053,宜蘭縣,蘇澳鎮,南興里
1054,宜蘭縣,蘇澳鎮,存仁里
1055,宜蘭縣,蘇澳鎮,新城里
1056,宜蘭縣,蘇澳鎮,朝陽里
1057,宜蘭縣,蘇澳鎮,東澳里
1058,宜蘭縣,蘇澳鎮,永光里
1059,宜蘭縣,蘇澳鎮,永春里
1060,宜蘭縣,蘇澳鎮,永榮里
1061,宜蘭縣,蘇澳鎮,永樂里
1062,宜蘭縣,蘇澳鎮,港邊里
1063,宜蘭縣,蘇澳鎮,聖愛里
1064,宜蘭縣,蘇澳鎮,聖湖里
1065,宜蘭縣,蘇澳鎮,蘇北里
1066,宜蘭縣,蘇澳鎮,蘇南里
1067,宜蘭縣,蘇澳鎮,蘇東里
1068,宜蘭縣,蘇澳鎮,蘇西里
1069,宜蘭縣,蘇澳鎮,長安里
1070,宜蘭縣,蘇澳鎮,隘丁里
1071,宜蘭縣,蘇澳鎮,頂寮里
1072,宜蘭縣,蘇澳鎮,龍德里
1073,宜蘭縣,頭城鎮,下埔里
1074,宜蘭縣,頭城鎮,中崙里
1075,宜蘭縣,頭城鎮,二城里
1076,宜蘭縣,頭城鎮,合興里
1077,宜蘭縣,頭城鎮,城北里
1078,宜蘭縣,頭城鎮,城南里
1079,宜蘭縣,頭城鎮,城東里
1080,宜蘭縣,頭城鎮,城西里
1081,宜蘭縣,頭城鎮,外澳里
1082,宜蘭縣,頭城鎮,大坑里
1083,宜蘭縣,頭城鎮,大溪里
1084,宜蘭縣,頭城鎮,大里里
1085,宜蘭縣,頭城鎮,拔雅里
1086,宜蘭縣,頭城鎮,新建里
1087,宜蘭縣,頭城鎮,更新里
1088,宜蘭縣,頭城鎮,武營里
1089,宜蘭縣,頭城鎮,港口里
1090,宜蘭縣,頭城鎮,石城里
1091,宜蘭縣,頭城鎮,福成里
1092,宜蘭縣,頭城鎮,竹安里
1093,宜蘭縣,頭城鎮,金盈里
1094,宜蘭縣,頭城鎮,金面里
1095,宜蘭縣,頭城鎮,頂埔里
1096,宜蘭縣,頭城鎮,龜山里
1097,屏東縣,三地門鄉,三地村
1098,屏東縣,三地門鄉,口社村
1099,屏東縣,三地門鄉,大社村
1100,屏東縣,三地門鄉,安坡村
1101,屏東縣,三地門鄉,德文村
1102,屏東縣,三地門鄉,賽嘉村
1103,屏東縣,三地門鄉,達來村
1104,屏東縣,三地門鄉,青山村
1105,屏東縣,三地門鄉,青葉村
1106,屏東縣,三地門鄉,馬兒村
1107,屏東縣,九如鄉,三塊村
1108,屏東縣,九如鄉,九塊村
1109,屏東縣,九如鄉,九明村
1110,屏東縣,九如鄉,九清村
1111,屏東縣,九如鄉,大坵村
1112,屏東縣,九如鄉,後庄村
1113,屏東縣,九如鄉,東寧村
1114,屏東縣,九如鄉,洽興村
1115,屏東縣,九如鄉,玉水村
1116,屏東縣,九如鄉,玉泉村
1117,屏東縣,九如鄉,耆老村
1118,屏東縣,佳冬鄉,佳冬村
1119,屏東縣,佳冬鄉,六根村
1120,屏東縣,佳冬鄉,塭豐村
1121,屏東縣,佳冬鄉,大同村
1122,屏東縣,佳冬鄉,昌隆村
1123,屏東縣,佳冬鄉,燄溫村
1124,屏東縣,佳冬鄉,玉光村
1125,屏東縣,佳冬鄉,石光村
1126,屏東縣,佳冬鄉,羌園村
1127,屏東縣,佳冬鄉,萬建村
1128,屏東縣,佳冬鄉,豐隆村
1129,屏東縣,佳冬鄉,賴家村
1130,屏東縣,來義鄉,丹林村
1131,屏東縣,來義鄉,來義村
1132,屏東縣,來義鄉,南和村
1133,屏東縣,來義鄉,古樓村
1134,屏東縣,來義鄉,文樂村
1135,屏東縣,來義鄉,望嘉村
1136,屏東縣,來義鄉,義林村
1137,屏東縣,內埔鄉,上樹村
1138,屏東縣,內埔鄉,中林村
1139,屏東縣,內埔鄉,內埔村
1140,屏東縣,內埔鄉,內田村
1141,屏東縣,內埔鄉,和興村
1142,屏東縣,內埔鄉,大新村
1143,屏東縣,內埔鄉,富田村
1144,屏東縣,內埔鄉,建興村
1145,屏東縣,內埔鄉,振豐村
1146,屏東縣,內埔鄉,東勢村
1147,屏東縣,內埔鄉,東寧村
1148,屏東縣,內埔鄉,東片村
1149,屏東縣,內埔鄉,水門村
1150,屏東縣,內埔鄉,竹圍村
1151,屏東縣,內埔鄉,美和村
1152,屏東縣,內埔鄉,義亭村
1153,屏東縣,內埔鄉,老埤村
1154,屏東縣,內埔鄉,興南村
1155,屏東縣,內埔鄉,豐田村
1156,屏東縣,內埔鄉,隘寮村
1157,屏東縣,內埔鄉,黎明村
1158,屏東縣,內埔鄉,龍泉村
1159,屏東縣,內埔鄉,龍潭村
1160,屏東縣,南州鄉,七塊村
1161,屏東縣,南州鄉,仁里村
1162,屏東縣,南州鄉,南安村
1163,屏東縣,南州鄉,同安村
1164,屏東縣,南州鄉,壽元村
1165,屏東縣,南州鄉,溪北村
1166,屏東縣,南州鄉,溪南村
1167,屏東縣,南州鄉,溪洲村
1168,屏東縣,南州鄉,米崙村
1169,屏東縣,南州鄉,萬華村
1170,屏東縣,屏東市,一心里
1171,屏東縣,屏東市,三山里
1172,屏東縣,屏東市,中正里
1173,屏東縣,屏東市,仁愛里
1174,屏東縣,屏東市,仁義里
1175,屏東縣,屏東市,信和里
1176,屏東縣,屏東市,光榮里、民權里
1177,屏東縣,屏東市,光華里
1178,屏東縣,屏東市,公館里
1179,屏東縣,屏東市,凌雲里、鵬程里
1180,屏東縣,屏東市,前進里
1181,屏東縣,屏東市,勝利里
1182,屏東縣,屏東市,北勢里
1183,屏東縣,屏東市,北興里
1184,屏東縣,屏東市,厚生里
1185,屏東縣,屏東市,和興里
1186,屏東縣,屏東市,大埔里、必信里
1187,屏東縣,屏東市,大武里
1188,屏東縣,屏東市,大洲里
1189,屏東縣,屏東市,大湖里
1190,屏東縣,屏東市,大連里
1191,屏東縣,屏東市,太平里
1192,屏東縣,屏東市,安樂里、平和里
1193,屏東縣,屏東市,安鎮里
1194,屏東縣,屏東市,崇智里、崇禮里
1195,屏東縣,屏東市,崇武里
1196,屏東縣,屏東市,崇蘭里
1197,屏東縣,屏東市,廣興里
1198,屏東縣,屏東市,建國里
1199,屏東縣,屏東市,擇仁里
1200,屏東縣,屏東市,文明里、泰安里
1201,屏東縣,屏東市,斯文里
1202,屏東縣,屏東市,新生里
1203,屏東縣,屏東市,新興里
1204,屏東縣,屏東市,明正里
1205,屏東縣,屏東市,楠樹里、扶風里、慶春里
1206,屏東縣,屏東市,橋北里
1207,屏東縣,屏東市,橋南里
1208,屏東縣,屏東市,武廟里、大同里、端正里
1209,屏東縣,屏東市,歸心里
1210,屏東縣,屏東市,永光里
1211,屏東縣,屏東市,永城里
1212,屏東縣,屏東市,永安里
1213,屏東縣,屏東市,永順里、永昌里
1214,屏東縣,屏東市,海豐里
1215,屏東縣,屏東市,清溪里
1216,屏東縣,屏東市,湖南里
1217,屏東縣,屏東市,湖西里
1218,屏東縣,屏東市,溝美里
1219,屏東縣,屏東市,潭墘里
1220,屏東縣,屏東市,玉成里
1221,屏東縣,屏東市,瑞光里
1222,屏東縣,屏東市,空翔里
1223,屏東縣,屏東市,維新里
1224,屏東縣,屏東市,義勇里
1225,屏東縣,屏東市,興樂里
1226,屏東縣,屏東市,華山里
1227,屏東縣,屏東市,萬年里
1228,屏東縣,屏東市,豐榮里
1229,屏東縣,屏東市,豐源里
1230,屏東縣,屏東市,豐田里
1231,屏東縣,屏東市,金泉里、勝豐里
1232,屏東縣,屏東市,長安里
1233,屏東縣,屏東市,長春里
1234,屏東縣,屏東市,頂宅里
1235,屏東縣,屏東市,頂柳里
1236,屏東縣,屏東市,龍華里
1237,屏東縣,崁頂鄉,力社村
1238,屏東縣,崁頂鄉,北勢村
1239,屏東縣,崁頂鄉,圍內村
1240,屏東縣,崁頂鄉,園寮村
1241,屏東縣,崁頂鄉,崁頂村
1242,屏東縣,崁頂鄉,洲子村
1243,屏東縣,崁頂鄉,港東村
1244,屏東縣,崁頂鄉,越溪村
1245,屏東縣,恆春鎮,仁壽里
1246,屏東縣,恆春鎮,南灣里
1247,屏東縣,恆春鎮,四溝里
1248,屏東縣,恆春鎮,城北里
1249,屏東縣,恆春鎮,城南里
1250,屏東縣,恆春鎮,城西里
1251,屏東縣,恆春鎮,墾丁里
1252,屏東縣,恆春鎮,大光里
1253,屏東縣,恆春鎮,山海里
1254,屏東縣,恆春鎮,山腳里
1255,屏東縣,恆春鎮,德和里
1256,屏東縣,恆春鎮,水泉里
1257,屏東縣,恆春鎮,網紗里
1258,屏東縣,恆春鎮,茄湖里
1259,屏東縣,恆春鎮,頭溝里
1260,屏東縣,恆春鎮,鵝鑾里
1261,屏東縣,恆春鎮,龍水里
1262,屏東縣,新園鄉,中洲村
1263,屏東縣,新園鄉,五房村
1264,屏東縣,新園鄉,仙吉村
1265,屏東縣,新園鄉,內庄村
1266,屏東縣,新園鄉,共和村
1267,屏東縣,新園鄉,南龍村
1268,屏東縣,新園鄉,新園村
1269,屏東縣,新園鄉,新東村
1270,屏東縣,新園鄉,港墘村
1271,屏東縣,新園鄉,港西村
1272,屏東縣,新園鄉,烏龍村
1273,屏東縣,新園鄉,瓦磘村
1274,屏東縣,新園鄉,田洋村
1275,屏東縣,新園鄉,興龍村
1276,屏東縣,新園鄉,鹽埔村
1277,屏東縣,新埤鄉,南豐村
1278,屏東縣,新埤鄉,建功村
1279,屏東縣,新埤鄉,打鐵村
1280,屏東縣,新埤鄉,新埤村
1281,屏東縣,新埤鄉,箕湖村
1282,屏東縣,新埤鄉,萬隆村
1283,屏東縣,新埤鄉,餉潭村
1284,屏東縣,春日鄉,七佳村
1285,屏東縣,春日鄉,力里村
1286,屏東縣,春日鄉,古華村
1287,屏東縣,春日鄉,士文村
1288,屏東縣,春日鄉,春日村
1289,屏東縣,春日鄉,歸崇村
1290,屏東縣,東港鎮,下廍里
1291,屏東縣,東港鎮,中興里
1292,屏東縣,東港鎮,八德里
1293,屏東縣,東港鎮,共和里
1294,屏東縣,東港鎮,南平里
1295,屏東縣,東港鎮,嘉蓮里
1296,屏東縣,東港鎮,大潭里
1297,屏東縣,東港鎮,新勝里
1298,屏東縣,東港鎮,朝安里
1299,屏東縣,東港鎮,東和里
1300,屏東縣,東港鎮,東隆里
1301,屏東縣,東港鎮,盛漁里
1302,屏東縣,東港鎮,興台里
1303,屏東縣,東港鎮,興和里
1304,屏東縣,東港鎮,興東里
1305,屏東縣,東港鎮,興漁里
1306,屏東縣,東港鎮,興農里
1307,屏東縣,東港鎮,船頭里
1308,屏東縣,東港鎮,豐漁里
1309,屏東縣,東港鎮,鎮海里
1310,屏東縣,東港鎮,頂中里
1311,屏東縣,東港鎮,頂新里
1312,屏東縣,枋寮鄉,中寮村
1313,屏東縣,枋寮鄉,人和村
1314,屏東縣,枋寮鄉,保生村
1315,屏東縣,枋寮鄉,內寮村
1316,屏東縣,枋寮鄉,地利村
