"Combined_Key","Last_Update","Confirmed","Deaths","Recovered","Incident_Rate","Case_Fatality_Ratio"
"Bradford, Pennsylvania, US","2021-04-01 04:27:05",4794,83,,7947.217479236775,1.731330830204422
"Bucks, Pennsylvania, US","2021-04-01 04:27:05",51005,1181,,8118.324923997644,2.315459268699147
"Butler, Pennsylvania, US","2021-04-01 04:27:05",15262,386,,8124.43772524261,2.529157384353296
"Cambria, Pennsylvania, US","2021-04-01 04:27:05",12271,405,,9425.310310925404,3.3004645098199004
"Cameron, Pennsylvania, US","2021-04-01 04:27:05",278,6,,6251.405441870924,2.1582733812949644
"Carbon, Pennsylvania, US","2021-04-01 04:27:05",5401,158,,8415.131968464679,2.925384188113312
"Centre, Pennsylvania, US","2021-04-01 04:27:05",14597,213,,8989.130769467623,1.4592039460163049
"Chester, Pennsylvania, US","2021-04-01 04:27:05",31448,747,,5990.220747482328,2.3753497837700333
"Clarion, Pennsylvania, US","2021-04-01 04:27:05",2829,88,,7359.9042614079835,3.110639802050194
"Clearfield, Pennsylvania, US","2021-04-01 04:27:05",7200,128,,9084.600340672512,1.7777777777777777
"Clinton, Pennsylvania, US","2021-04-01 04:27:05",3097,58,,8016.670118036862,1.8727801097836616
"Columbia, Pennsylvania, US","2021-04-01 04:27:05",4942,128,,7607.29019149067,2.5900445163901256
"Crawford, Pennsylvania, US","2021-04-01 04:27:05",6675,143,,7887.367214548204,2.142322097378277
"Cumberland, Pennsylvania, US","2021-04-01 04:27:05",17957,497,,7087.2636855192,2.767722893579106
"Dauphin, Pennsylvania, US","2021-04-01 04:27:05",22353,520,,8032.008738802511,2.3263096676061377
"Delaware, Pennsylvania, US","2021-04-01 04:27:05",44791,1284,,7903.173726548178,2.8666473175414704
"Elk, Pennsylvania, US","2021-04-01 04:27:05",2548,37,,8518.890003343364,1.4521193092621665
"Erie, Pennsylvania, US","2021-04-01 04:27:05",18684,392,,6926.978289239532,2.0980518090344678
"Fayette, Pennsylvania, US","2021-04-01 04:27:05",11216,288,,8676.14524188932,2.5677603423680457
"Forest, Pennsylvania, US","2021-04-01 04:27:05",1396,21,,19263.143369670208,1.5042979942693409
"Franklin, Pennsylvania, US","2021-04-01 04:27:05",13496,338,,8705.58031826714,2.5044457617071725
"Fulton, Pennsylvania, US","2021-04-01 04:27:05",1191,15,,8196.834136269788,1.2594458438287153
"Greene, Pennsylvania, US","2021-04-01 04:27:05",2865,37,,7907.156459581045,1.2914485165794067
"Huntingdon, Pennsylvania, US","2021-04-01 04:27:05",4564,126,,10109.870636186426,2.7607361963190185
"Indiana, Pennsylvania, US","2021-04-01 04:27:05",5368,161,,6384.927384534871,2.9992548435171384
"Jefferson, Pennsylvania, US","2021-04-01 04:27:05",2987,91,,6878.52619458837,3.0465349849347167
"Juniata, Pennsylvania, US","2021-04-01 04:27:05",1906,81,,7696.967249525502,4.249737670514166
"Lackawanna, Pennsylvania, US","2021-04-01 04:27:05",15567,435,,7424.382613008765,2.7943727115051065
"Lancaster, Pennsylvania, US","2021-04-01 04:27:05",47817,1077,,8762.121511973086,2.2523370349457306
"Lawrence, Pennsylvania, US","2021-04-01 04:27:05",6612,194,,7732.248105529048,2.9340592861464003
"Lebanon, Pennsylvania, US","2021-04-01 04:27:05",13841,264,,9761.412763676628,1.9073766346362255
"Lehigh, Pennsylvania, US","2021-04-01 04:27:05",34045,806,,9218.34299979963,2.367454839183434
"Luzerne, Pennsylvania, US","2021-04-01 04:27:05",27080,763,,8531.364104632077,2.817577548005908
"Lycoming, Pennsylvania, US","2021-04-01 04:27:05",10213,262,,9014.201361000538,2.565357877215314
"McKean, Pennsylvania, US","2021-04-01 04:27:05",3177,65,,7820.307692307691,2.045955303745672
"Mercer, Pennsylvania, US","2021-04-01 04:27:05",8538,248,,7802.675829799678,2.9046615132349496
"Mifflin, Pennsylvania, US","2021-04-01 04:27:05",4797,175,,10397.069660583467,3.648113404210965
"Monroe, Pennsylvania, US","2021-04-01 04:27:05",11446,289,,6722.225158717573,2.524899528219465
"Montgomery, Pennsylvania, US","2021-04-01 04:27:05",59801,1610,,7197.00571057208,2.6922626711927893
"Montour, Pennsylvania, US","2021-04-01 04:27:05",1837,60,,10076.796489303346,3.2661948829613503
"Northampton, Pennsylvania, US","2021-04-01 04:27:05",30460,678,,9977.561950308727,2.225869993434012
"Northumberland, Pennsylvania, US","2021-04-01 04:27:05",8557,335,,9419.548011404291,3.9149234544817113
"Perry, Pennsylvania, US","2021-04-01 04:27:05",3207,89,,6930.7572614107885,2.7751792952915495
"Philadelphia, Pennsylvania, US","2021-04-01 04:27:05",130405,3270,,8232.306270453719,2.5075725624017484
"Pike, Pennsylvania, US","2021-04-01 04:27:05",3156,51,,5655.001881416976,1.6159695817490494
"Potter, Pennsylvania, US","2021-04-01 04:27:05",981,22,,5936.1006898220985,2.2426095820591234
"Schuylkill, Pennsylvania, US","2021-04-01 04:27:05",12846,383,,9087.500618991362,2.981472832009964
"Snyder, Pennsylvania, US","2021-04-01 04:27:05",3287,82,,8141.781432676112,2.494675996349254
"Somerset, Pennsylvania, US","2021-04-01 04:27:05",6970,189,,9489.836208422399,2.711621233859397
"Sullivan, Pennsylvania, US","2021-04-01 04:27:05",342,20,,5637.982195845697,5.847953216374268
"Susquehanna, Pennsylvania, US","2021-04-01 04:27:05",1999,54,,4956.8537988494345,2.7013506753376686
"Tioga, Pennsylvania, US","2021-04-01 04:27:05",2616,98,,6444.778399152521,3.7461773700305807
"Unassigned, Pennsylvania, US","2021-04-01 04:27:05",0,0,,,
"Union, Pennsylvania, US","2021-04-01 04:27:05",5411,85,,12045.0548716693,1.5708741452596562
"Venango, Pennsylvania, US","2021-04-01 04:27:05",3534,90,,6974.8164521986255,2.546689303904924
"Warren, Pennsylvania, US","2021-04-01 04:27:05",2280,99,,5817.662218366461,4.342105263157896
"Washington, Pennsylvania, US","2021-04-01 04:27:05",15114,275,,7306.214197665144,1.819505094614265
"Wayne, Pennsylvania, US","2021-04-01 04:27:05",3373,71,,6567.2397344288465,2.1049510821227395
"Westmoreland, Pennsylvania, US","2021-04-01 04:27:05",29178,705,,8362.878655427501,2.4162039893070117
"Wyoming, Pennsylvania, US","2021-04-01 04:27:05",1415,44,,5281.033067104576,3.1095406360424027
"York, Pennsylvania, US","2021-04-01 04:27:05",39481,749,,8791.960058611583,1.8971150680073958
"Adjuntas, Puerto Rico, US","2021-04-01 04:27:05",397,0,,2286.471231929966,0.0
"Aguada, Puerto Rico, US","2021-04-01 04:27:05",1036,0,,2823.3498664631816,0.0
"Aguadilla, Puerto Rico, US","2021-04-01 04:27:05",1239,0,,2464.9358400477468,0.0
"Aguas Buenas, Puerto Rico, US","2021-04-01 04:27:05",885,0,,3566.535020552913,0.0
"Aibonito, Puerto Rico, US","2021-04-01 04:27:05",480,0,,2171.1597611724264,0.0
"Anasco, Puerto Rico, US","2021-04-01 04:27:05",658,0,,2515.194373303773,0.0
"Arecibo, Puerto Rico, US","2021-04-01 04:27:05",2456,0,,2996.3643461923243,0.0
"Arroyo, Puerto Rico, US","2021-04-01 04:27:05",204,0,,1183.431952662722,0.0
"Barceloneta, Puerto Rico, US","2021-04-01 04:27:05",601,0,,2532.979306275551,0.0
"Barranquitas, Puerto Rico, US","2021-04-01 04:27:05",956,0,,3448.151487826871,0.0
"Bayamon, Puerto Rico, US","2021-04-01 04:27:05",8199,0,,4843.769384825338,0.0
"Cabo Rojo, Puerto Rico, US","2021-04-01 04:27:05",593,0,,1248.0269388614122,0.0
"Caguas, Puerto Rico, US","2021-04-01 04:27:05",4922,0,,3950.0505593631124,0.0
"Camuy, Puerto Rico, US","2021-04-01 04:27:05",961,0,,3150.4065040650407,0.0
"Canovanas, Puerto Rico, US","2021-04-01 04:27:05",1433,0,,3207.6823208130013,0.0
"Carolina, Puerto Rico, US","2021-04-01 04:27:05",6721,0,,4572.606542208676,0.0
"Catano, Puerto Rico, US","2021-04-01 04:27:05",943,0,,4078.543315600537,0.0
"Cayey, Puerto Rico, US","2021-04-01 04:27:05",1024,0,,2414.58181046476,0.0
"Ceiba, Puerto Rico, US","2021-04-01 04:27:05",282,0,,2586.2068965517237,0.0
"Ciales, Puerto Rico, US","2021-04-01 04:27:05",624,0,,3947.3684210526317,0.0
"Cidra, Puerto Rico, US","2021-04-01 04:27:05",1050,0,,2741.0133918082856,0.0
"Coamo, Puerto Rico, US","2021-04-01 04:27:05",698,0,,1820.7429048414026,0.0
"Comerio, Puerto Rico, US","2021-04-01 04:27:05",560,0,,3003.003003003003,0.0
"Corozal, Puerto Rico, US","2021-04-01 04:27:05",1168,0,,3616.8829158021863,0.0
"Culebra, Puerto Rico, US","2021-04-01 04:27:05",23,0,,1341.8903150525086,0.0
"Dorado, Puerto Rico, US","2021-04-01 04:27:05",1592,0,,4404.969425306439,0.0
"Fajardo, Puerto Rico, US","2021-04-01 04:27:05",852,0,,2892.6461601140763,0.0
"Florida, Puerto Rico, US","2021-04-01 04:27:05",399,0,,3525.669347000088,0.0
"Guanica, Puerto Rico, US","2021-04-01 04:27:05",153,0,,994.604433465514,0.0
"Guayama, Puerto Rico, US","2021-04-01 04:27:05",633,0,,1603.952869631319,0.0
"Guayanilla, Puerto Rico, US","2021-04-01 04:27:05",263,0,,1492.367928275549,0.0
"Guaynabo, Puerto Rico, US","2021-04-01 04:27:05",3492,0,,4170.647811962545,0.0
"Gurabo, Puerto Rico, US","2021-04-01 04:27:05",1624,0,,3448.495530121249,0.0
"Hatillo, Puerto Rico, US","2021-04-01 04:27:05",924,0,,2356.0609924014484,0.0
"Hormigueros, Puerto Rico, US","2021-04-01 04:27:05",322,0,,2075.009666194097,0.0
"Humacao, Puerto Rico, US","2021-04-01 04:27:05",1335,0,,2635.5793338992753,0.0
"Isabela, Puerto Rico, US","2021-04-01 04:27:05",1042,0,,2577.7403953194957,0.0
"Jayuya, Puerto Rico, US","2021-04-01 04:27:05",211,0,,1518.9691166942623,0.0
"Juana Diaz, Puerto Rico, US","2021-04-01 04:27:05",916,0,,2050.1801741310237,0.0
"Juncos, Puerto Rico, US","2021-04-01 04:27:05",1635,0,,4285.152666754029,0.0
"Lajas, Puerto Rico, US","2021-04-01 04:27:05",268,0,,1217.6283507496594,0.0
"Lares, Puerto Rico, US","2021-04-01 04:27:05",605,0,,2492.173339924205,0.0
"Las Marias, Puerto Rico, US","2021-04-01 04:27:05",138,0,,1740.8855809259494,0.0
"Las Piedras, Puerto Rico, US","2021-04-01 04:27:05",1214,0,,3280.46045342773,0.0
"Loiza, Puerto Rico, US","2021-04-01 04:27:05",889,0,,3620.7388099213945,0.0
"Luquillo, Puerto Rico, US","2021-04-01 04:27:05",501,0,,2836.1166147749786,0.0
"Manati, Puerto Rico, US","2021-04-01 04:27:05",1121,0,,3006.4097406602837,0.0
"Maricao, Puerto Rico, US","2021-04-01 04:27:05",71,0,,1307.5506445672193,0.0
"Maunabo, Puerto Rico, US","2021-04-01 04:27:05",216,0,,2092.8204631334174,0.0
"Mayaguez, Puerto Rico, US","2021-04-01 04:27:05",1470,0,,2055.081783866909,0.0
"Moca, Puerto Rico, US","2021-04-01 04:27:05",1148,0,,3290.246768507638,0.0
"Morovis, Puerto Rico, US","2021-04-01 04:27:05",1126,0,,3711.883962419647,0.0
"Naguabo, Puerto Rico, US","2021-04-01 04:27:05",691,0,,2682.3492876829314,0.0
"Naranjito, Puerto Rico, US","2021-04-01 04:27:05",1166,0,,4263.4099967092025,0.0
"Orocovis, Puerto Rico, US","2021-04-01 04:27:05",693,0,,3427.2997032640947,0.0
"Out of PR, Puerto Rico, US","2021-04-01 04:27:05",246,0,,,0.0
"Patillas, Puerto Rico, US","2021-04-01 04:27:05",238,0,,1468.138918018629,0.0
"Penuelas, Puerto Rico, US","2021-04-01 04:27:05",456,0,,2368.954231388644,0.0
"Ponce, Puerto Rico, US","2021-04-01 04:27:05",2601,0,,1972.2325429743482,0.0
"Quebradillas, Puerto Rico, US","2021-04-01 04:27:05",643,0,,2805.654943712366,0.0
"Rincon, Puerto Rico, US","2021-04-01 04:27:05",342,0,,2504.393673110721,0.0
"Rio Grande, Puerto Rico, US","2021-04-01 04:27:05",1482,0,,3085.8927641853197,0.0
"Sabana Grande, Puerto Rico, US","2021-04-01 04:27:05",275,0,,1266.5806927044953,0.0
"Salinas, Puerto Rico, US","2021-04-01 04:27:05",586,0,,2160.129755234444,0.0
"San German, Puerto Rico, US","2021-04-01 04:27:05",419,0,,1386.1779204022894,0.0
"San Juan, Puerto Rico, US","2021-04-01 04:27:05",14562,0,,4572.903614798346,0.0
"San Lorenzo, Puerto Rico, US","2021-04-01 04:27:05",1353,0,,3759.4820639639893,0.0
"San Sebastian, Puerto Rico, US","2021-04-01 04:27:05",1074,0,,3022.967800045035,0.0
"Santa Isabel, Puerto Rico, US","2021-04-01 04:27:05",358,0,,1687.9626573624405,0.0
"Toa Alta, Puerto Rico, US","2021-04-01 04:27:05",3060,0,,4248.524817771607,0.0
"Toa Baja, Puerto Rico, US","2021-04-01 04:27:05",3017,0,,4062.15077217218,0.0
"Trujillo Alto, Puerto Rico, US","2021-04-01 04:27:05",2347,0,,3685.9628733863124,0.0
"Unassigned, Puerto Rico, US","2021-04-01 04:27:05",3092,2118,,,68.4993531694696
"Utuado, Puerto Rico, US","2021-04-01 04:27:05",717,0,,2617.265924438766,0.0
"Vega Alta, Puerto Rico, US","2021-04-01 04:27:05",1343,0,,3724.245029255984,0.0
"Vega Baja, Puerto Rico, US","2021-04-01 04:27:05",2273,0,,4543.909801491314,0.0
"Vieques, Puerto Rico, US","2021-04-01 04:27:05",117,0,,1395.1824469353687,0.0
"Villalba, Puerto Rico, US","2021-04-01 04:27:05",659,0,,3083.473703911661,0.0
"Yabucoa, Puerto Rico, US","2021-04-01 04:27:05",788,0,,2440.98878632055,0.0
"Yauco, Puerto Rico, US","2021-04-01 04:27:05",599,0,,1784.065524944155,0.0
"Recovered, US","2021-04-01 04:27:05",0,0,,,
"Bristol, Rhode Island, US","2021-04-01 04:27:05",4591,140,,9470.079828379296,3.049444565454149
"Kent, Rhode Island, US","2021-04-01 04:27:05",16664,343,,10142.91627102963,2.0583293326932313
"Newport, Rhode Island, US","2021-04-01 04:27:05",5785,39,,7047.830218561926,0.6741573033707865
"Providence, Rhode Island, US","2021-04-01 04:27:05",88787,1909,,13896.17971267633,2.1500895401353803
"Unassigned, Rhode Island, US","2021-04-01 04:27:05",12400,23,,,0.18548387096774194
"Washington, Rhode Island, US","2021-04-01 04:27:05",9102,165,,7248.142573878975,1.812788398154252
"Abbeville, South Carolina, US","2021-04-01 04:27:05",2427,37,,9895.2175153912,1.5245158632056035
"Aiken, South Carolina, US","2021-04-01 04:27:05",16495,215,,9653.424785804578,1.3034252803879964
"Allendale, South Carolina, US","2021-04-01 04:27:05",892,15,,10267.034990791895,1.6816143497757847
"Anderson, South Carolina, US","2021-04-01 04:27:05",21724,496,,10724.829431570217,2.283189099613331
"Bamberg, South Carolina, US","2021-04-01 04:27:05",1507,51,,10713.777904166074,3.3842070338420704
"Barnwell, South Carolina, US","2021-04-01 04:27:05",2476,53,,11866.193808108885,2.1405492730210014
"Beaufort, South Carolina, US","2021-04-01 04:27:05",16253,198,,8459.728714046283,1.218236633236941
"Berkeley, South Carolina, US","2021-04-01 04:27:05",16220,183,,7116.938049292034,1.1282367447595558
"Calhoun, South Carolina, US","2021-04-01 04:27:05",1275,36,,8761.080189651619,2.8235294117647056
"Charleston, South Carolina, US","2021-04-01 04:27:05",40599,480,,9868.35388885918,1.1822951304219316
"Cherokee, South Carolina, US","2021-04-01 04:27:05",5748,147,,10031.413612565446,2.55741127348643
"Chester, South Carolina, US","2021-04-01 04:27:05",3963,70,,12290.658727205058,1.7663386323492305
"Chesterfield, South Carolina, US","2021-04-01 04:27:05",4569,98,,10008.762322015336,2.1448894725322827
"Clarendon, South Carolina, US","2021-04-01 04:27:05",3302,105,,9785.153356052748,3.1798909751665656
"Colleton, South Carolina, US","2021-04-01 04:27:05",3392,122,,9002.83992886907,3.5966981132075477
"Darlington, South Carolina, US","2021-04-01 04:27:05",8134,171,,12209.913236662764,2.102286697811655
"Dillon, South Carolina, US","2021-04-01 04:27:05",4232,80,,13884.96997933003,1.8903591682419658
"Dorchester, South Carolina, US","2021-04-01 04:27:05",16333,206,,10032.000687922657,1.2612502295965224
"Edgefield, South Carolina, US","2021-04-01 04:27:05",2966,41,,10880.410858400586,1.3823331085637225
"Fairfield, South Carolina, US","2021-04-01 04:27:05",2272,78,,10166.912784713832,3.4330985915492964
"Florence, South Carolina, US","2021-04-01 04:27:05",17185,397,,12426.514718749322,2.3101542042478904
"Georgetown, South Carolina, US","2021-04-01 04:27:05",6477,137,,10333.439693682196,2.1151767793731664
"Greenville, South Carolina, US","2021-04-01 04:27:05",69416,947,,13258.917145138308,1.3642387922092891
"Greenwood, South Carolina, US","2021-04-01 04:27:05",7635,166,,10782.223100930649,2.174197773411919
"Hampton, South Carolina, US","2021-04-01 04:27:05",1834,47,,9541.150764748725,2.562704471101417
"Horry, South Carolina, US","2021-04-01 04:27:05",36928,555,,10429.252063793312,1.502924610051993
"Jasper, South Carolina, US","2021-04-01 04:27:05",2231,43,,7418.614704219732,1.9273868220528911
"Kershaw, South Carolina, US","2021-04-01 04:27:05",7058,133,,10605.400369641327,1.8843865117597052
"Lancaster, South Carolina, US","2021-04-01 04:27:05",10100,157,,10304.860629310695,1.5544554455445545
"Laurens, South Carolina, US","2021-04-01 04:27:05",6725,164,,9963.996266279466,2.4386617100371746
"Lee, South Carolina, US","2021-04-01 04:27:05",1828,59,,10862.847634894224,3.2275711159737415
"Lexington, South Carolina, US","2021-04-01 04:27:05",31595,465,,10575.73221757322,1.4717518594714354
"Marion, South Carolina, US","2021-04-01 04:27:05",3423,101,,11165.476073979842,2.950628104002337
"Marlboro, South Carolina, US","2021-04-01 04:27:05",3126,51,,11968.757178957041,1.6314779270633395
"McCormick, South Carolina, US","2021-04-01 04:27:05",993,27,,10493.501003909965,2.7190332326283992
"Newberry, South Carolina, US","2021-04-01 04:27:05",4668,95,,12143.60041623309,2.035132819194516
"Oconee, South Carolina, US","2021-04-01 04:27:05",8933,131,,11229.98013727906,1.4664726295757304
"Orangeburg, South Carolina, US","2021-04-01 04:27:05",9315,234,,10809.399477806788,2.5120772946859904
"Pickens, South Carolina, US","2021-04-01 04:27:05",17503,279,,13794.489454935216,1.594012455007713
"Richland, South Carolina, US","2021-04-01 04:27:05",43883,527,,10554.912822091645,1.2009206298566644
"Saluda, South Carolina, US","2021-04-01 04:27:05",1706,48,,8332.926293166609,2.8135990621336457
"Spartanburg, South Carolina, US","2021-04-01 04:27:05",38783,764,,12127.83588973842,1.9699352809220532
"Sumter, South Carolina, US","2021-04-01 04:27:05",10082,195,,9447.062902334124,1.934140051577068
"Unassigned, South Carolina, US","2021-04-01 04:27:05",0,0,,,
"Union, South Carolina, US","2021-04-01 04:27:05",2879,84,,10539.610484697612,2.9176797499131637
"Williamsburg, South Carolina, US","2021-04-01 04:27:05",3925,95,,12924.789251844046,2.4203821656050954
"York, South Carolina, US","2021-04-01 04:27:05",28620,363,,10185.814598243996,1.2683438155136268
"Aurora, South Dakota, US","2021-04-01 04:27:05",459,15,,16684.84187568157,3.2679738562091503
"Beadle, South Dakota, US","2021-04-01 04:27:05",2869,40,,15547.607435105403,1.394214011850819
"Bennett, South Dakota, US","2021-04-01 04:27:05",386,9,,11471.025260029717,2.33160621761658
"Bon Homme, South Dakota, US","2021-04-01 04:27:05",1513,26,,21924.358788581365,1.718440185062789
"Brookings, South Dakota, US","2021-04-01 04:27:05",3837,37,,10938.791800895173,0.9642950221527234
"Brown, South Dakota, US","2021-04-01 04:27:05",5304,91,,13656.376322768352,1.7156862745098038
"Brule, South Dakota, US","2021-04-01 04:27:05",701,9,,13233.90598451954,1.2838801711840229
"Buffalo, South Dakota, US","2021-04-01 04:27:05",423,13,,21559.633027522937,3.0732860520094563
"Butte, South Dakota, US","2021-04-01 04:27:05",1009,20,,9674.944865279507,1.9821605550049557
"Campbell, South Dakota, US","2021-04-01 04:27:05",131,4,,9520.348837209302,3.053435114503817
"Charles Mix, South Dakota, US","2021-04-01 04:27:05",1347,21,,14496.34093844167,1.55902004454343
"Clark, South Dakota, US","2021-04-01 04:27:05",417,5,,11161.670235546038,1.1990407673860912
"Clay, South Dakota, US","2021-04-01 04:27:05",1871,15,,13297.796730632552,0.8017103153393907
"Codington, South Dakota, US","2021-04-01 04:27:05",4209,80,,15027.312649505515,1.9006889997624141
"Corson, South Dakota, US","2021-04-01 04:27:05",476,12,,11649.534997552619,2.5210084033613445
"Custer, South Dakota, US","2021-04-01 04:27:05",781,12,,8704.859563085154,1.536491677336748
"Davison, South Dakota, US","2021-04-01 04:27:05",3115,66,,15752.212389380533,2.118780096308186
"Day, South Dakota, US","2021-04-01 04:27:05",677,29,,12481.563421828909,4.283604135893649
"Deuel, South Dakota, US","2021-04-01 04:27:05",494,8,,11353.711790393016,1.6194331983805668
"Dewey, South Dakota, US","2021-04-01 04:27:05",1440,26,,24439.918533604887,1.805555555555556
"Douglas, South Dakota, US","2021-04-01 04:27:05",446,9,,15268.743580965425,2.0179372197309418
"Edmunds, South Dakota, US","2021-04-01 04:27:05",493,13,,12875.424392791852,2.636916835699797
"Fall River, South Dakota, US","2021-04-01 04:27:05",564,15,,8401.608818709965,2.6595744680851063
"Faulk, South Dakota, US","2021-04-01 04:27:05",364,13,,15832.970856894302,3.571428571428572
"Grant, South Dakota, US","2021-04-01 04:27:05",1009,42,,14307.997731140102,4.162537165510407
"Gregory, South Dakota, US","2021-04-01 04:27:05",572,30,,13667.861409796893,5.244755244755245
"Haakon, South Dakota, US","2021-04-01 04:27:05",260,10,,13691.41653501843,3.8461538461538463
"Hamlin, South Dakota, US","2021-04-01 04:27:05",745,38,,12086.30759247242,5.100671140939597
"Hand, South Dakota, US","2021-04-01 04:27:05",354,6,,11093.70103415857,1.6949152542372878
"Hanson, South Dakota, US","2021-04-01 04:27:05",376,4,,10889.081957717926,1.0638297872340423
"Harding, South Dakota, US","2021-04-01 04:27:05",92,1,,7087.827426810479,1.0869565217391304
"Hughes, South Dakota, US","2021-04-01 04:27:05",2368,37,,13511.354558941,1.5625
"Hutchinson, South Dakota, US","2021-04-01 04:27:05",839,26,,11507.337813742972,3.0989272943980932
"Hyde, South Dakota, US","2021-04-01 04:27:05",140,1,,10760.953112990008,0.7142857142857143
"Jackson, South Dakota, US","2021-04-01 04:27:05",283,14,,8462.918660287081,4.946996466431095
"Jerauld, South Dakota, US","2021-04-01 04:27:05",275,16,,13661.202185792352,5.8181818181818175
"Jones, South Dakota, US","2021-04-01 04:27:05",93,0,,10299.003322259136,0.0
"Kingsbury, South Dakota, US","2021-04-01 04:27:05",734,14,,14861.307957076333,1.9073569482288828
"Lake, South Dakota, US","2021-04-01 04:27:05",1298,18,,10143.002266156129,1.386748844375963
"Lawrence, South Dakota, US","2021-04-01 04:27:05",2887,45,,11170.871382138987,1.5587114651887772
"Lincoln, South Dakota, US","2021-04-01 04:27:05",8228,77,,13460.28006805392,0.9358288770053476
"Lyman, South Dakota, US","2021-04-01 04:27:05",625,10,,16530.018513620736,1.6
"Marshall, South Dakota, US","2021-04-01 04:27:05",364,6,,7375.886524822697,1.6483516483516485
"McCook, South Dakota, US","2021-04-01 04:27:05",784,24,,14035.087719298248,3.0612244897959178
"McPherson, South Dakota, US","2021-04-01 04:27:05",240,4,,10088.272383354351,1.6666666666666667
"Meade, South Dakota, US","2021-04-01 04:27:05",2693,31,,9505.153183679233,1.1511325659116227
"Mellette, South Dakota, US","2021-04-01 04:27:05",254,2,,12324.11450752062,0.7874015748031497
"Miner, South Dakota, US","2021-04-01 04:27:05",290,9,,13086.642599277979,3.103448275862069
"Minnehaha, South Dakota, US","2021-04-01 04:27:05",29738,343,,15397.599594064224,1.153406416033358
"Moody, South Dakota, US","2021-04-01 04:27:05",625,17,,9504.257907542578,2.72
"Oglala Lakota, South Dakota, US","2021-04-01 04:27:05",2085,49,,14706.91965860196,2.3501199040767387
"Pennington, South Dakota, US","2021-04-01 04:27:05",13246,191,,11642.27642276423,1.4419447380341237
"Perkins, South Dakota, US","2021-04-01 04:27:05",351,14,,12251.30890052356,3.988603988603989
"Potter, South Dakota, US","2021-04-01 04:27:05",387,4,,17974.918718067813,1.0335917312661498
"Roberts, South Dakota, US","2021-04-01 04:27:05",1312,38,,12622.666923224937,2.8963414634146343
"Sanborn, South Dakota, US","2021-04-01 04:27:05",337,3,,14377.133105802048,0.8902077151335311
"Spink, South Dakota, US","2021-04-01 04:27:05",825,26,,12939.14680050188,3.1515151515151514
"Stanley, South Dakota, US","2021-04-01 04:27:05",339,2,,10942.543576500968,0.5899705014749262
"Sully, South Dakota, US","2021-04-01 04:27:05",136,3,,9777.138749101368,2.2058823529411766
"Todd, South Dakota, US","2021-04-01 04:27:05",1218,29,,11968.163505944778,2.380952380952381
"Tripp, South Dakota, US","2021-04-01 04:27:05",739,17,,13582.062120933653,2.3004059539918806
"Turner, South Dakota, US","2021-04-01 04:27:05",1133,53,,13513.835877862595,4.677846425419241
"Unassigned, South Dakota, US","2021-04-01 04:27:05",0,0,,,
"Union, South Dakota, US","2021-04-01 04:27:05",2137,41,,13413.256339442627,1.9185774450163784
"Walworth, South Dakota, US","2021-04-01 04:27:05",753,15,,13854.645814167434,1.99203187250996
"Yankton, South Dakota, US","2021-04-01 04:27:05",2929,28,,12838.607872359076,0.9559576647319904
"Ziebach, South Dakota, US","2021-04-01 04:27:05",340,9,,12336.719883889695,2.647058823529412
"Anderson, Tennessee, US","2021-04-01 04:27:05",8454,165,,10982.358595962483,1.9517388218594751
"Bedford, Tennessee, US","2021-04-01 04:27:05",6226,125,,12523.887112023012,2.00770960488275
"Benton, Tennessee, US","2021-04-01 04:27:05",1571,40,,9721.534653465347,2.546148949713558
"Bledsoe, Tennessee, US","2021-04-01 04:27:05",2068,11,,13728.09346787042,0.5319148936170213
"Blount, Tennessee, US","2021-04-01 04:27:05",14698,194,,11043.820629959126,1.3199074704041367
"Bradley, Tennessee, US","2021-04-01 04:27:05",14035,145,,12982.147812413285,1.0331314570716068
"Campbell, Tennessee, US","2021-04-01 04:27:05",4008,61,,10059.735957030269,1.5219560878243512
"Cannon, Tennessee, US","2021-04-01 04:27:05",1847,31,,12583.458236817005,1.678397401191121
"Carroll, Tennessee, US","2021-04-01 04:27:05",3541,82,,12752.547988619584,2.3157300197684267
"Carter, Tennessee, US","2021-04-01 04:27:05",6214,156,,11019.488925537764,2.510460251046025
"Cheatham, Tennessee, US","2021-04-01 04:27:05",4261,50,,10477.782968992058,1.1734334663224597
"Chester, Tennessee, US","2021-04-01 04:27:05",2073,48,,11984.737237671272,2.315484804630969
"Claiborne, Tennessee, US","2021-04-01 04:27:05",2977,74,,9315.05992052317,2.485723883103796
"Clay, Tennessee, US","2021-04-01 04:27:05",1076,31,,14130.006565988182,2.8810408921933086
"Cocke, Tennessee, US","2021-04-01 04:27:05",4348,98,,12076.435951560938,2.253909843606256
"Coffee, Tennessee, US","2021-04-01 04:27:05",6696,120,,11847.133757961785,1.7921146953405018
"Crockett, Tennessee, US","2021-04-01 04:27:05",1980,48,,13914.265635980324,2.4242424242424243
"Cumberland, Tennessee, US","2021-04-01 04:27:05",6340,125,,10475.87574355585,1.971608832807571
"Davidson, Tennessee, US","2021-04-01 04:27:05",85496,896,,12316.752719896736,1.048002245719098
"DeKalb, Tennessee, US","2021-04-01 04:27:05",2726,53,,13304.05075646657,1.9442406456346293
"Decatur, Tennessee, US","2021-04-01 04:27:05",1562,38,,13392.780588184858,2.4327784891165174
